,Sink,Source,Time Class,Time Delta,Transmission Type,Weight,Host1,Isolation Date1,State1,Subtype1,Host2,Isolation Date2,State2,Subtype2
730,A/mallard/Interior Alaska/9BM2705R0/2009,A/mallard/Interior Alaska/9BM2388R0/2009,Direct Transmission,2,Intra-Species,7.998532000000001,IRD:Mallard/Avian,2009-07-13,Interior Alaska,H8N4,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H8N4
731,A/mallard/Interior Alaska/9BM2750R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-8,Inter-Species,7.999547,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7
732,A/mallard/Interior Alaska/9BM2750R0/2009,A/mallard/Interior Alaska/9BM3016R0/2009,Direct Transmission,-2,Intra-Species,7.999547,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7
733,A/mallard/Interior Alaska/9BM2750R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,-3,Intra-Species,7.999547,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7
734,A/mallard/Interior Alaska/9BM2750R0/2009,A/mallard/Interior Alaska/9BM3078R0/2009,Direct Transmission,-3,Intra-Species,7.999547,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7
735,A/mallard/Interior Alaska/9BM2750R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,-6,Intra-Species,7.999547,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7
736,A/mallard/Interior Alaska/9BM2750R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,-6,Intra-Species,7.999547,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7
737,A/mallard/Interior Alaska/9BM2750R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-7,Intra-Species,7.999547,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7
738,A/mallard/Interior Alaska/9BM2751R0/2009,A/mallard/Interior Alaska/9BM3016R0/2009,Direct Transmission,-2,Intra-Species,7.997020000000001,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7
739,A/mallard/Interior Alaska/9BM2751R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,-6,Intra-Species,7.997020000000001,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7
740,A/mallard/Interior Alaska/9BM2751R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,-6,Intra-Species,7.997020000000001,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7
741,A/mallard/Interior Alaska/9BM2751R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-7,Intra-Species,7.997020000000001,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7
742,A/mallard/Interior Alaska/9BM2783R0/2009,A/mallard/Interior Alaska/9BM2751R0/2009,Direct Transmission,0,Intra-Species,7.995725999999999,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7
743,A/mallard/Interior Alaska/9BM3016R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-6,Inter-Species,8.0,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7
744,A/mallard/Interior Alaska/9BM3016R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,-1,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7
745,A/mallard/Interior Alaska/9BM3016R0/2009,A/mallard/Interior Alaska/9BM3078R0/2009,Direct Transmission,-1,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7
746,A/mallard/Interior Alaska/9BM3016R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,-4,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7
747,A/mallard/Interior Alaska/9BM3016R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,-4,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7
748,A/mallard/Interior Alaska/9BM3016R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-5,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7
749,A/mallard/Interior Alaska/9BM3075R2/2009,A/mallard/Interior Alaska/9BM3016R0/2009,Direct Transmission,1,Intra-Species,7.998437000000001,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
750,A/mallard/Interior Alaska/9BM3075R2/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,-3,Intra-Species,7.998437000000001,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
751,A/mallard/Interior Alaska/9BM3075R2/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,-3,Intra-Species,7.998437000000001,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
752,A/mallard/Interior Alaska/9BM3075R2/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-4,Intra-Species,7.998437000000001,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
753,A/mallard/Interior Alaska/9BM3076R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-5,Inter-Species,8.0,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
754,A/mallard/Interior Alaska/9BM3076R0/2009,A/mallard/Interior Alaska/9BM3016R0/2009,Direct Transmission,1,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
755,A/mallard/Interior Alaska/9BM3076R0/2009,A/mallard/Interior Alaska/9BM3078R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
756,A/mallard/Interior Alaska/9BM3076R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,-3,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
757,A/mallard/Interior Alaska/9BM3076R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,-3,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
758,A/mallard/Interior Alaska/9BM3076R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-4,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
759,A/mallard/Interior Alaska/9BM3078R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-5,Inter-Species,8.0,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
760,A/mallard/Interior Alaska/9BM3078R0/2009,A/mallard/Interior Alaska/9BM3016R0/2009,Direct Transmission,1,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
761,A/mallard/Interior Alaska/9BM3078R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
762,A/mallard/Interior Alaska/9BM3078R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,-3,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
763,A/mallard/Interior Alaska/9BM3078R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,-3,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
764,A/mallard/Interior Alaska/9BM3078R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-4,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7
765,A/mallard/Interior Alaska/9BM3205R0/2009,A/mallard/Interior Alaska/9BM2783R0/2009,Direct Transmission,5,Intra-Species,7.994401999999999,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-20,Interior Alaska,H10N7
766,A/mallard/Interior Alaska/9BM3355R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-2,Inter-Species,7.9994130000000006,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
767,A/mallard/Interior Alaska/9BM3355R0/2009,A/mallard/Interior Alaska/9BM3016R0/2009,Direct Transmission,4,Intra-Species,7.9994130000000006,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
768,A/mallard/Interior Alaska/9BM3355R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,3,Intra-Species,7.9994130000000006,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
769,A/mallard/Interior Alaska/9BM3355R0/2009,A/mallard/Interior Alaska/9BM3078R0/2009,Direct Transmission,3,Intra-Species,7.9994130000000006,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
770,A/mallard/Interior Alaska/9BM3355R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,0,Intra-Species,7.9994130000000006,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
771,A/mallard/Interior Alaska/9BM3355R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,0,Intra-Species,7.9994130000000006,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
772,A/mallard/Interior Alaska/9BM3355R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-1,Intra-Species,7.9994130000000006,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
773,A/mallard/Interior Alaska/9BM3357R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-2,Inter-Species,8.0,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
774,A/mallard/Interior Alaska/9BM3357R0/2009,A/mallard/Interior Alaska/9BM3016R0/2009,Direct Transmission,4,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
775,A/mallard/Interior Alaska/9BM3357R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,3,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
776,A/mallard/Interior Alaska/9BM3357R0/2009,A/mallard/Interior Alaska/9BM3078R0/2009,Direct Transmission,3,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
777,A/mallard/Interior Alaska/9BM3357R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
778,A/mallard/Interior Alaska/9BM3357R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-1,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
779,A/mallard/Interior Alaska/9BM3361R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-2,Inter-Species,8.0,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
780,A/mallard/Interior Alaska/9BM3361R0/2009,A/mallard/Interior Alaska/9BM3016R0/2009,Direct Transmission,4,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
781,A/mallard/Interior Alaska/9BM3361R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,3,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
782,A/mallard/Interior Alaska/9BM3361R0/2009,A/mallard/Interior Alaska/9BM3078R0/2009,Direct Transmission,3,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
783,A/mallard/Interior Alaska/9BM3361R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
784,A/mallard/Interior Alaska/9BM3361R0/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,-1,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7
785,A/mallard/Interior Alaska/9BM3379R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,Direct Transmission,-1,Inter-Species,8.0,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7
786,A/mallard/Interior Alaska/9BM3379R0/2009,A/mallard/Interior Alaska/9BM3016R0/2009,Direct Transmission,5,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7
787,A/mallard/Interior Alaska/9BM3379R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,4,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7
788,A/mallard/Interior Alaska/9BM3379R0/2009,A/mallard/Interior Alaska/9BM3078R0/2009,Direct Transmission,4,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7
789,A/mallard/Interior Alaska/9BM3379R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,1,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7
790,A/mallard/Interior Alaska/9BM3379R0/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,1,Intra-Species,8.0,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7
791,A/mallard/Interior Alaska/9BM6886R0/2009,A/northern pintail/Interior Alaska/9BM7620R0/2009,Direct Transmission,2,Inter-Species,7.994963,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H4N6,IRD:Mallard/Avian,2009-08-10,Interior Alaska,H4N6
792,A/mallard/Interior Alaska/9BM6888R0/2009,A/mallard/Interior Alaska/9BM8287R0/2009,Direct Transmission,1,Intra-Species,7.9984850000000005,IRD:Mallard/Avian,2009-08-09,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-08-10,Interior Alaska,H10N7
793,A/mallard/Interior Alaska/9BM8287R0/2009,A/mallard/Interior Alaska/9BM6888R0/2009,Direct Transmission,-1,Intra-Species,7.9984850000000005,IRD:Mallard/Avian,2009-08-10,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-08-09,Interior Alaska,H10N7
794,A/mallard/Interior Alaska/9BM8387R0/2009,A/northern pintail/Interior Alaska/9BM6902R0/2009,Direct Transmission,9,Inter-Species,7.975796000000001,IRD:Northern Pintail/Avian,2009-08-05,Interior Alaska,H3N8,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H3N8
795,A/mallard/Interior Alaska/9BM8389R0/2009,A/northern pintail/Interior Alaska/10BM12413R0/2010,Direct Transmission,-365,Inter-Species,7.694358999999999,IRD:Northern Pintail/Avian,2010-08-14,Interior Alaska,H8N4,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H8N4
796,A/mallard/Interior Alaska/9BM8425R0/2009,A/northern pintail/Interior Alaska/9BM8498R0/2009,Direct Transmission,-1,Inter-Species,7.987287999999999,IRD:Northern Pintail/Avian,2009-08-10,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-08-09,Interior Alaska,H10N7
797,A/mallard/Interior Alaska/9BM8471R0/2009,A/northern pintail/Interior Alaska/9BM9975R0/2009,Direct Transmission,-5,Inter-Species,7.9342510000000015,IRD:Northern Pintail/Avian,2009-08-15,Interior Alaska,H4N6,IRD:Mallard/Avian,2009-08-10,Interior Alaska,H4N6
798,A/mallard/Interior Alaska/9BM8474R0/2009,A/mallard/Interior Alaska/9BM9755R0/2009,Direct Transmission,-4,Intra-Species,8.0,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-10,Interior Alaska,H3N1
799,A/mallard/Interior Alaska/9BM8474R0/2009,A/northern pintail/Interior Alaska/9BM10146R0/2009,Direct Transmission,-5,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-15,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-10,Interior Alaska,H3N1
800,A/mallard/Interior Alaska/9BM8474R0/2009,A/northern pintail/Interior Alaska/9BM10525R2/2009,Direct Transmission,-6,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-16,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-10,Interior Alaska,H3N1
801,A/mallard/Interior Alaska/9BM8474R0/2009,A/northern pintail/Interior Alaska/9BM8448R0/2009,Direct Transmission,0,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-10,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-10,Interior Alaska,H3N1
802,A/mallard/Interior Alaska/9BM8474R0/2009,A/northern pintail/Interior Alaska/9BM8459R0/2009,Direct Transmission,0,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-10,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-10,Interior Alaska,H3N1
803,A/mallard/Interior Alaska/9BM8474R0/2009,A/northern pintail/Interior Alaska/9BM8502R0/2009,Direct Transmission,0,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-10,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-10,Interior Alaska,H3N1
804,A/mallard/Interior Alaska/9BM8474R0/2009,A/northern pintail/Interior Alaska/9BM9973R0/2009,Direct Transmission,-5,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-15,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-10,Interior Alaska,H3N1
805,A/mallard/Interior Alaska/9BM8829R0/2009,A/mallard/Interior Alaska/9BM10375R0/2009,Direct Transmission,-6,Intra-Species,7.9955919999999985,IRD:Mallard/Avian,2009-08-17,Interior Alaska,H4N6,IRD:Mallard/Avian,2009-08-11,Interior Alaska,H4N6
806,A/mallard/Interior Alaska/9BM8921R0/2009,A/American green-winged teal/Interior Alaska/9BM4407R0/2009,Direct Transmission,15,Inter-Species,7.998528,IRD:Green-Winged Teal/Avian,2009-07-27,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-08-11,Interior Alaska,H10N7
807,A/mallard/Interior Alaska/9BM8935R0/2009,A/northern pintail/Interior Alaska/9BM7799R0/2009,Direct Transmission,3,Inter-Species,7.996874000000001,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H4N7,IRD:Mallard/Avian,2009-08-11,Interior Alaska,H4N7
808,A/mallard/Interior Alaska/9BM9049R0/2009,A/northern pintail/Interior Alaska/9BM8022R0/2009,Direct Transmission,2,Inter-Species,7.8900000000000015,IRD:Northern Pintail/Avian,2009-08-09,Interior Alaska,H4N6,IRD:Mallard/Avian,2009-08-11,Interior Alaska,H4N6
809,A/mallard/Interior Alaska/9BM9201R0/2009,A/northern pintail/Interior Alaska/9BM11179R0/2009,Direct Transmission,-6,Inter-Species,7.99896,IRD:Northern Pintail/Avian,2009-08-18,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-08-12,Interior Alaska,H10N7
810,A/mallard/Interior Alaska/9BM9335R0/2009,A/mallard/Interior Alaska/9BM3205R0/2009,Environmental Persistence,23,Intra-Species,7.940996000000001,IRD:Mallard/Avian,2009-07-20,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-08-12,Interior Alaska,H10N7
811,A/mallard/Interior Alaska/9BM9601R0/2009,A/mallard/Interior Alaska/9BM3205R0/2009,Environmental Persistence,24,Intra-Species,7.990224,IRD:Mallard/Avian,2009-07-20,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-08-13,Interior Alaska,H10N7
812,A/mallard/Interior Alaska/9BM9683R2/2009,A/mallard/Interior Alaska/9BM12198R0/2009,Direct Transmission,-7,Intra-Species,8.0,IRD:Mallard/Avian,2009-08-21,Interior Alaska,H4N6,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H4N6
813,A/mallard/Interior Alaska/9BM9683R2/2009,A/mallard/Interior Alaska/9BM12204R0/2009,Direct Transmission,-7,Intra-Species,8.0,IRD:Mallard/Avian,2009-08-21,Interior Alaska,H4N6,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H4N6
814,A/mallard/Interior Alaska/9BM9683R2/2009,A/northern pintail/Interior Alaska/9BM12186R0/2009,Direct Transmission,-7,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H4N6
815,A/mallard/Interior Alaska/9BM9683R2/2009,A/northern pintail/Interior Alaska/9BM12190R0/2009,Direct Transmission,-7,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H4N6
816,A/mallard/Interior Alaska/9BM9717R0/2009,A/mallard/Interior Alaska/9BM9201R0/2009,Direct Transmission,2,Intra-Species,7.998849000000001,IRD:Mallard/Avian,2009-08-12,Interior Alaska,H10N7,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H10N7
817,A/mallard/Interior Alaska/9BM9755R0/2009,A/mallard/Interior Alaska/9BM8474R0/2009,Direct Transmission,4,Intra-Species,8.0,IRD:Mallard/Avian,2009-08-10,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H3N1
818,A/mallard/Interior Alaska/9BM9755R0/2009,A/northern pintail/Interior Alaska/9BM10146R0/2009,Direct Transmission,-1,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-15,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H3N1
819,A/mallard/Interior Alaska/9BM9755R0/2009,A/northern pintail/Interior Alaska/9BM10525R2/2009,Direct Transmission,-2,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-16,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H3N1
820,A/mallard/Interior Alaska/9BM9755R0/2009,A/northern pintail/Interior Alaska/9BM8448R0/2009,Direct Transmission,4,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-10,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H3N1
821,A/mallard/Interior Alaska/9BM9755R0/2009,A/northern pintail/Interior Alaska/9BM8459R0/2009,Direct Transmission,4,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-10,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H3N1
822,A/mallard/Interior Alaska/9BM9755R0/2009,A/northern pintail/Interior Alaska/9BM8502R0/2009,Direct Transmission,4,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-10,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H3N1
823,A/mallard/Interior Alaska/9BM9755R0/2009,A/northern pintail/Interior Alaska/9BM9973R0/2009,Direct Transmission,-1,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-15,Interior Alaska,H3N1,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H3N1
824,A/mallard/Interior Alaska/9BM9983R0/2009,A/mallard/Interior Alaska/9BM9985R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2009-08-15,Interior Alaska,H4N6,IRD:Mallard/Avian,2009-08-15,Interior Alaska,H4N6
825,A/mallard/Interior Alaska/9BM9984R0/2009,A/mallard/Interior Alaska/9BM9983R0/2009,Direct Transmission,0,Intra-Species,7.998528999999999,IRD:Mallard/Avian,2009-08-15,Interior Alaska,H4N6,IRD:Mallard/Avian,2009-08-15,Interior Alaska,H4N6
826,A/mallard/Interior Alaska/9BM9984R0/2009,A/mallard/Interior Alaska/9BM9985R0/2009,Direct Transmission,0,Intra-Species,7.998528999999999,IRD:Mallard/Avian,2009-08-15,Interior Alaska,H4N6,IRD:Mallard/Avian,2009-08-15,Interior Alaska,H4N6
