Sample ID,Common Name,Band  #,Web Tag #,Nest ID,HS Bird ID,Species,Species.1,Sex,Capture,Health,Age,Age simple,Wild/Dom.,Habitat,Sample Type,GPS N,GPS W,Time,Date,Month,Year,Name,Location,Data Sheet,Capture #,Banding Date,Recap?,Ours or Foreign?,Category,Mass,Head,Total Tarsus,Wing Chord,Culmen,Grain Index,Blood Vial,Serum Vial,Whole Blood,Specific Location,Capture Method,Vial Notes,Marker Notes,Notes,Paired?,Date Shot,Time Shot,Fecal Quality,Fecal Loc,Brood ID,Hen Band #,"Wet, Dry, Pipping?",Brood Size,HEN STATUS?,decoy band,Cloacal Sample ID,Oral Sample ID,Notes.1
9BM11389,A/northern pintail/Interior Alaska/9BM11389R0/2009(H10N7),1146-19316,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89986,148.83792,2029,18-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB39,958,08-Aug-09,Y,O,MIGRANT,721,,,248,,0,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM12094,A/northern pintail/Interior Alaska/9BM12094R0/2009(H10N7),1146-19316,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89986,148.83792,1402,20-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB47,1148,08-Aug-09,Y,O,MIGRANT,699,,,249,,0,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7799,A/northern pintail/Interior Alaska/9BM7799R0/2009(H4N7),1146-19325,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.909,148.85644,2100,08-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B50,1199,08-Aug-09,N,,MIGRANT,928,105.4,51.8,261,,4,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7836,A/northern pintail/Interior Alaska/9BM7836R0/2009(H3N8),1146-19344,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.909,148.85644,2100,08-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B51,1218,08-Aug-09,N,,MIGRANT,769,96.4,47.4,253,,3,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7840,A/northern pintail/Interior Alaska/9BM7840R0/2009(H10N7),1146-19346,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.909,148.85644,2100,08-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B51,1220,08-Aug-09,N,,MIGRANT,905,105.7,48.8,257,,3,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7846,A/northern pintail/Interior Alaska/9BM7846R0/2009(H10N7),1146-19349,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.909,148.85644,2100,08-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B51,1223,08-Aug-09,N,,MIGRANT,913,106.2,50.5,260,,1,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7861,A/northern pintail/Interior Alaska/9BM7861R0/2009(H10N7),1146-19356,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.909,148.85644,2100,08-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B51,1230,08-Aug-09,N,,MIGRANT,812,96.7,46.3,243,,2,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7882,A/northern pintail/Interior Alaska/9BM7882R0/2009(H8N4),1146-19358,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,2245,08-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B52,1233,08-Aug-09,N,,MIGRANT,842,108.2,50.3,255,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7895,A/northern pintail/Interior Alaska/9BM7895R0/2009(H10N7),1146-19364,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.93795,148.80226,2245,08-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B52,1239,08-Aug-09,N,,MIGRANT,873,109.8,52,263,,2,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7934,A/northern pintail/Interior Alaska/9BM7934R0/2009(H4N6),1146-19384,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,2245,08-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B53,1259,08-Aug-09,N,,MIGRANT,782,103,51.3,253,,2,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7972,A/northern pintail/Interior Alaska/9BM7972R0/2009(H4N6),1146-19389,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.94638,148.82716,25,09-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B53,1276,09-Aug-09,N,,MIGRANT,716,95.2,46.2,242,,0,,,,MATT'S,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10238,A/northern pintail/Interior Alaska/9BM10238R0/2009(H10N7),1146-19398,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.91926,148.80902,946,16-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB30,716,09-Aug-09,Y,O,MIGRANT,888,,,276,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8657,A/northern pintail/Interior Alaska/9BM8657R1/2009(H3N8),1146-19416,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.909,148.85644,2150,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B61,1463,10-Aug-09,N,,MIGRANT,977,109.3,50.3,269,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11317,A/northern pintail/Interior Alaska/9BM11317R0/2009(H10N7),1146-19435,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.89986,148.83792,1400,18-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB39,940,10-Aug-09,Y,O,MIGRANT,922,,,262,,0,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11783,A/northern pintail/Interior Alaska/9BM11783R0/2009(H10N7),1146-19435,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92091,148.84015,1321,19-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB43,1064,10-Aug-09,Y,O,MIGRANT,935,,,264,,2,,,,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8803,A/northern pintail/Interior Alaska/9BM8803R0/2009(H4N6),1146-19454,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.91926,148.80902,929,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B63,1520,11-Aug-09,N,,MIGRANT,867,98.9,49.8,257,,0,180,9BM20180,9BM30180,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10987,A/northern pintail/Interior Alaska/9BM10987R0/2009(H3N8),1146-19476,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89986,148.83792,2236,17-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB36,881,11-Aug-09,Y,O,MIGRANT,725,,,246,,0,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8907,A/northern pintail/Interior Alaska/9BM8907R0/2009(H3N8),1146-19476,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.909,148.85644,1309,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B64,1555,11-Aug-09,N,,MIGRANT,726,96.9,47.9,215,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM9005,A/northern pintail/Interior Alaska/9BM9005R0/2009(H10N7),1146-19495,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93762,148.83144,2045,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B65,1579,11-Aug-09,N,,MIGRANT,739,104.6,51.5,269,,0,,,,SNAG LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8022,A/northern pintail/Interior Alaska/9BM8022R0/2009(H4N6),1146-19505,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.909,148.85644,1008,09-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B54,1296,09-Aug-09,N,,MIGRANT,757,99.6,46.6,248,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8237,A/northern pintail/Interior Alaska/9BM8237R0/2009(H8N4),1146-19542,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93795,148.80226,2113,09-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B57,1360,09-Aug-09,N,,MIGRANT,759,98.7,47.8,245,,1,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8415,A/northern pintail/Interior Alaska/9BM8415R2/2009(H4N6),1146-19548,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.909,148.85644,2345,09-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B57,1370,09-Aug-09,N,,MIGRANT,579,94.9,46.3,250,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8448,A/northern pintail/Interior Alaska/9BM8448R0/2009(H3N1),1146-19559,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.909,148.85644,930,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B58,1385,10-Aug-09,N,,MIGRANT,733,98.9,47.8,246,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11431,A/northern pintail/Interior Alaska/9BM11431R0/2009(H3N1),1146-19565,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92091,148.84015,2315,18-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB40,979,10-Aug-09,Y,O,MIGRANT,797,,,263,,1,,,,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8459,A/northern pintail/Interior Alaska/9BM8459R0/2009(H3N1),1146-19565,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.909,148.85644,930,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B58,1391,10-Aug-09,N,,MIGRANT,786,104.8,47.2,261,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8464,A/northern pintail/Interior Alaska/9BM8464R0/2009(H3N1),1146-19567,,,,NOPI,Anas acuta,M,A,H,AHY,AHY,W,M,OP,64.909,148.85644,930,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B58,1393,10-Aug-09,N,,MIGRANT,953,113.2,54,270,,0,138,9BM20138,9BM30138,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8502,A/northern pintail/Interior Alaska/9BM8502R0/2009(H3N1),1146-19568,,,,NOPI,Anas acuta,M,A,H,AHY,AHY,W,M,OP,64.93795,148.80226,1130,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B58,1400,10-Aug-09,N,,MIGRANT,954,108.9,52.2,257,,0,147,9BM20147,9BM30147,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM9037,A/northern pintail/Interior Alaska/9BM9037R0/2009(H10N7),1146-19607,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.909,148.85644,2154,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B66,1592,11-Aug-09,N,,MIGRANT,1033,106.8,51.5,268,,3,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11179,A/northern pintail/Interior Alaska/9BM11179R0/2009(H10N7),1146-19617,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.91926,148.80902,1036,18-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB37,905,11-Aug-09,Y,O,MIGRANT,789,,,255,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM9129,A/northern pintail/Interior Alaska/9BM9129R0/2009(H10N7),1146-19637,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.91926,148.80902,940,12-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B67,1627,12-Aug-09,N,,MIGRANT,944,107.6,50.6,266,,1,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11911,A/northern pintail/Interior Alaska/9BM11911R0/2009(H3N8),1146-19675,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89986,148.83792,2141,19-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB45,1103,12-Aug-09,Y,O,MIGRANT,874,,,254,,0,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM9383,A/northern pintail/Interior Alaska/9BM9383R0/2009(H10N7),1146-19685,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.91926,148.80902,2333,12-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B70,1704,12-Aug-09,N,,MIGRANT,665,98.1,45.9,250,,0,273,9BM20273,9BM30273,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM12066,A/northern pintail/Interior Alaska/9BM12066R1/2009(H3N8),1146-19702,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92091,148.84015,1216,20-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB46,1134,13-Aug-09,Y,O,MIGRANT,692,,,257,,0,,,,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM9447,A/northern pintail/Interior Alaska/9BM9447R0/2009(H3N8),1146-19707,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.909,148.85644,1100,13-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B71,1728,13-Aug-09,N,,MIGRANT,917,106.5,52.7,273,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11572,A/northern pintail/Interior Alaska/9BM11572R0/2009(H3N8),1146-19731,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.91926,148.80902,1036,20-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB46,1119,13-Aug-09,Y,O,MIGRANT,921,,,266,,1,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM9611,A/northern pintail/Interior Alaska/9BM9611R0/2009(H3N8),1146-19740,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.91926,148.80902,2329,13-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B73,1782,13-Aug-09,N,,MIGRANT,650,98.5,47.7,247,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM9663,A/northern pintail/Interior Alaska/9BM9663R0/2009(H4N6),1146-19755,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.909,148.85644,1110,14-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B74,1799,14-Aug-09,N,,MIGRANT,777,104.1,49.6,265,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11915,A/northern pintail/Interior Alaska/9BM11915R0/2009(H4N6),1146-19797,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.89986,148.83792,2141,19-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB45,1105,15-Aug-09,Y,O,MIGRANT,796,,,263,,0,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM9989,A/northern pintail/Interior Alaska/9BM9989R0/2009(H4N6),1146-19797,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.89986,148.83792,2220,15-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B76,1857,15-Aug-09,N,,MIGRANT,915,107.3,50,261,,1,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10146,A/northern pintail/Interior Alaska/9BM10146R0/2009(H3N1),1146-19805,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.909,148.85644,2035,15-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B77,1877,15-Aug-09,N,,MIGRANT,811,99.7,48.5,244,,1,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10287,A/northern pintail/Interior Alaska/9BM10287R0/2009(H10N7),1146-19825,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.89986,148.83792,1017,16-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B79,1908,16-Aug-09,N,,MIGRANT,957,108,50.5,267,,0,382,9BM20382,9BM30382,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10471,A/northern pintail/Interior Alaska/9BM10471R0/2009(H3N8),1146-19839,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92091,148.84015,2130,16-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B79,1927,16-Aug-09,N,,MIGRANT,727,97.3,45.8,244,,0,,,,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10749,A/northern pintail/Interior Alaska/9BM10749R0/2009(H4N6),1146-19889,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89986,148.83792,1010,17-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B82,2003,17-Aug-09,N,,MIGRANT,785,99,48.4,242,,1,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10813,A/northern pintail/Interior Alaska/9BM10813R0/2009(H4N6),1146-19894,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93795,148.80226,1305,17-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B83,2009,17-Aug-09,N,,MIGRANT,662,96.2,46.1,245,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10819,A/northern pintail/Interior Alaska/9BM10819R0/2009(H3N8),1146-19897,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,1305,17-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B83,2012,17-Aug-09,N,,MIGRANT,872,103.1,51,259,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10835,A/northern pintail/Interior Alaska/9BM10835R0/2009(H4N6),1146-19905,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92091,148.84015,1315,17-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B83,2020,17-Aug-09,N,,MIGRANT,905,106.5,49.4,275,,0,415,9BM20415,9BM30415,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10877,A/northern pintail/Interior Alaska/9BM10877R0/2009(H4N6),1146-19922,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92091,148.84015,1955,17-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B84,2041,17-Aug-09,N,,MIGRANT,951,111.3,52.6,264,,1,,,,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11231,A/northern pintail/Interior Alaska/9BM11231R0/2009(H3N8),1146-19960,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92091,148.84015,1324,18-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B86,2089,18-Aug-09,N,,MIGRANT,738,106.9,49,261,,0,,,,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11358,A/northern pintail/Interior Alaska/9BM11358R1/2009(H10N7),1146-19983,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.909,148.85644,2054,18-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B87,2124,18-Aug-09,N,,MIGRANT,685,99.2,46.4,248,,0,449,9BM20449,9BM30449,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11487,A/northern pintail/Interior Alaska/9BM11487R0/2009(H3N8),1146-19994,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92091,148.84015,2315,18-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B88,2136,18-Aug-09,N,,MIGRANT,642,95.6,45.6,240,,0,,,,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11757,A/northern pintail/Interior Alaska/9BM11757R0/2009(H3N8),1146-20015,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92091,148.84015,1321,19-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B89,2161,19-Aug-09,N,,MIGRANT,763,98,46.8,249,,0,469,9BM20469,9BM30469,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM12153,A/northern pintail/Interior Alaska/9BM12153R0/2009(H4N8),1146-20070,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.92091,148.84015,2028,20-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B92,2241,20-Aug-09,N,,MIGRANT,707,106,49.7,255,,0,,,,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM12176,A/northern pintail/Interior Alaska/9BM12176R0/2009(H3N8),1146-20076,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.91926,148.80902,2050,20-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B92,2250,20-Aug-09,N,,MIGRANT,679,97,46.8,242,,2,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM12180,A/northern pintail/Interior Alaska/9BM12180R0/2009(H3N8),1146-20078,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.91926,148.80902,2050,20-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B92,2252,20-Aug-09,N,,MIGRANT,708,103.1,48.4,249,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM12186,A/northern pintail/Interior Alaska/9BM12186R0/2009(H4N6),1146-20081,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89986,148.83792,1226,21-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B92,2255,21-Aug-09,N,,MIGRANT,933,101,48,249,,0,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM12190,A/northern pintail/Interior Alaska/9BM12190R0/2009(H4N6),1146-20083,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.89986,148.83792,1226,21-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B92,2257,21-Aug-09,N,,MIGRANT,850,106,48.6,263,,0,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM12210,A/northern pintail/Interior Alaska/9BM12210R0/2009(H3N8),1146-20086,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89986,148.83792,1226,21-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B93,2267,21-Aug-09,N,,MIGRANT,874,97.6,47.5,262,,0,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM12211,A/northern pintail/Interior Alaska/9BM12211R0/2009(H3N8),1146-20086,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.89986,148.83792,1226,21-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B93,2267,21-Aug-09,N,,MIGRANT,874,97.6,47.5,262,,0,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
10BM00303,A/northern pintail/Interior Alaska/10BM00303R0/2010(H3N8),1146-20179,,,,NOPI,Anas acuta,M,A,H,AHY,AHY,W,M,C,64.90865,148.80215,1000,14-May-10,5,2010,Brandt W. Meixell,"Minto Flats, USA, AK",DCY04,83,14-May-10,N,,SPRING,914,106.4,50,261,,,17,10BM20017,10BM30017,CAMP SOUTH,DECOY TRAP,,,,,,,,,,,,,,NOPI 801,10BM00303,10BM00304,
10BM00849,A/northern pintail/Interior Alaska/10BM00849R2/2010(H3N1),1146-20445,,,,NOPI,Anas acuta,M,A,H,AHY,AHY,W,M,C,64.88228,148.85684,1258,23-May-10,5,2010,Brandt W. Meixell,"Minto Flats, USA, AK",DCY21,498,23-May-10,N,,SPRING,904,109.9,53,268,,,282,10BM20282,10BM30282,LITTLE MINTO NORTHWEST ROTTEN,DECOY TRAP,,,,,,,,,,,,,,NOPI 130,10BM00849,10BM00850,
10BM02539,A/northern pintail/Interior Alaska/10BM02539R0/2010(H7N3),1146-21098,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.87062,148.84155,2304,22-Jun-10,6,2010,Brandt W. Meixell,"Minto Flats, USA, AK",DCY49,1182,22-Jun-10,N,,SUMMER,863,99.4,47,245,,0,354,10BM20354,10BM30354,ROCKET NET LITTLE MINTO,ROCKET NET,,,,,,,,,,,,,,,10BM02539,10BM02540,
10BM02561,A/northern pintail/Interior Alaska/10BM02561R0/2010(H12N5),1146-21109,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.87062,148.84155,2304,22-Jun-10,6,2010,Brandt W. Meixell,"Minto Flats, USA, AK",DCY50,1193,22-Jun-10,N,,SUMMER,732,94,44.9,255,,1,,,,ROCKET NET LITTLE MINTO,ROCKET NET,,,,,,,,,,,,,,,10BM02561,10BM02562,
10BM05171,A/northern pintail/Interior Alaska/10BM05171R0/2010(H4N6),1146-21230,,,,NOPI,Anas acuta,M,A,H,2C,HY,W,M,C,64.92083,148.82919,1205,22-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",DKNG23,606,22-Jul-10,N,,DUCKLING,642,92.1,47.2,,45.3,0,,,,MAIN CHANNEL PIT FALL,BAIT TRAP,,,,,,,,,,,,2/?,ABSENT,,10BM05171,10BM05172,
10BM07106,A/northern pintail/Interior Alaska/10BM07106R0/2010(H7N3),1146-21255,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93499,148.81372,1033,01-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR2,191,29-Jul-10,Y,O,FALL,776,98.8,48.8,262,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07106,10BM07107,
10BM07458,A/northern pintail/Interior Alaska/10BM07458R0/2010(H7N3),1146-21255,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93499,148.81372,1040,02-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR5,255,29-Jul-10,Y,O,FALL,777,,,264,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07458,10BM07459,
